dataset,category,split,label,anomaly_type,image_path,mask_path,has_mask
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\016.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\017.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\018.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\019.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\020.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\021.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\022.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\023.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\024.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\025.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\026.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\027.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\028.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\029.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\030.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\031.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\032.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\033.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\034.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\035.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\036.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\037.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\038.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\039.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\040.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\041.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\042.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\043.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\044.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\045.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\046.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\047.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\048.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\049.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\050.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\051.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\052.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\053.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\054.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\055.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\056.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\057.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\058.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\059.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\060.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\061.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\062.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\063.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\064.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\065.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\066.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\067.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\068.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\069.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\070.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\071.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\072.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\073.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\074.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\075.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\076.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\077.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\078.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\079.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\080.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\081.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\082.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\083.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\084.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\085.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\086.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\087.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\088.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\089.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\090.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\091.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\092.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\093.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\094.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\095.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\096.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\097.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\098.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\099.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\100.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\101.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\102.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\103.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\104.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\105.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\106.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\107.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\108.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\109.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\110.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\111.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\112.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\113.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\114.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\115.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\116.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\117.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\118.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\119.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\120.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\121.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\122.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\123.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\124.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\125.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\126.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\127.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\128.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\129.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\130.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\131.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\132.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\133.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\134.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\135.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\136.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\137.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\138.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\139.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\140.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\141.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\142.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\143.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\144.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\145.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\146.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\147.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\148.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\149.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\150.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\151.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\152.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\153.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\154.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\155.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\156.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\157.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\158.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\159.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\160.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\161.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\162.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\163.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\164.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\165.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\166.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\167.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\168.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\169.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\170.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\171.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\172.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\173.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\174.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\175.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\176.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\177.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\178.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\179.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\180.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\181.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\182.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\183.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\184.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\185.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\186.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\187.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\188.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\189.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\190.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\191.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\192.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\193.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\194.png,,False
MVTec_LOCO_AD,breakfast_box,train,normal,none,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\train\good\195.png,,False
