dataset,category,anomaly_type,split,label,image_path,mask_path,image_width,image_height,image_area_pixels,defect_area_pixels,defect_area_ratio,defect_area_percent_of_full_image
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\032.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\032\000.png,1600,1280,2048000,437980,0.213857421875,21.3857421875
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\033.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\033\000.png,1600,1280,2048000,713013,0.34815087890625,34.815087890625
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\034.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\034\000.png,1600,1280,2048000,713159,0.34822216796875,34.822216796875
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\035.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\035\000.png,1600,1280,2048000,712640,0.34796875,34.796875
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\036.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\036\000.png,1600,1280,2048000,713016,0.34815234375,34.815234374999996
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\037.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\037\000.png,1600,1280,2048000,312391,0.15253466796875,15.253466796875001
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\038.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\038\000.png,1600,1280,2048000,321002,0.1567392578125,15.67392578125
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\039.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\039\000.png,1600,1280,2048000,326039,0.15919873046875,15.919873046874999
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\040.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\040\000.png,1600,1280,2048000,343790,0.1678662109375,16.78662109375
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\041.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\041\000.png,1600,1280,2048000,343706,0.1678251953125,16.78251953125
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\042.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\042\000.png,1600,1280,2048000,370017,0.18067236328125,18.067236328125
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\043.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\043\000.png,1600,1280,2048000,347308,0.169583984375,16.9583984375
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\044.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\044\000.png,1600,1280,2048000,22590,0.0110302734375,1.10302734375
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\045.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\045\000.png,1600,1280,2048000,67010,0.0327197265625,3.2719726562500004
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\046.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\046\000.png,1600,1280,2048000,46580,0.022744140625,2.2744140625
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\047.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\047\000.png,1600,1280,2048000,65024,0.03175,3.175
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\048.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\048\000.png,1600,1280,2048000,153410,0.0749072265625,7.49072265625
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\049.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\049\000.png,1600,1280,2048000,171738,0.0838564453125,8.38564453125
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\050.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\050\000.png,1600,1280,2048000,206824,0.10098828125,10.098828125
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\051.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\051\000.png,1600,1280,2048000,183291,0.08949755859375,8.949755859375
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\052.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\052\000.png,1600,1280,2048000,533106,0.2603056640625,26.03056640625
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\053.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\053\000.png,1600,1280,2048000,535842,0.2616416015625,26.16416015625
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\054.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\054\000.png,1600,1280,2048000,307562,0.1501767578125,15.01767578125
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\055.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\055\000.png,1600,1280,2048000,532880,0.2601953125,26.01953125
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\056.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\056\000.png,1600,1280,2048000,385350,0.1881591796875,18.81591796875
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\057.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\057\000.png,1600,1280,2048000,351564,0.171662109375,17.1662109375
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\058.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\058\000.png,1600,1280,2048000,309684,0.151212890625,15.1212890625
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\059.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\059\000.png,1600,1280,2048000,114859,0.05608349609375,5.608349609375
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\060.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\060\000.png,1600,1280,2048000,139610,0.0681689453125,6.816894531250001
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\061.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\061\000.png,1600,1280,2048000,355550,0.1736083984375,17.36083984375
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\062.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\062\000.png,1600,1280,2048000,109607,0.05351904296875,5.351904296875
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\063.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\063\000.png,1600,1280,2048000,537054,0.2622333984375,26.223339843749997
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\064.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\064\000.png,1600,1280,2048000,530319,0.25894482421875,25.894482421874997
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\065.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\065\000.png,1600,1280,2048000,530632,0.25909765625,25.909765625
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\066.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\066\000.png,1600,1280,2048000,529834,0.2587080078125,25.870800781249997
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\067.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\067\000.png,1600,1280,2048000,530033,0.25880517578125,25.880517578125
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\068.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\068\000.png,1600,1280,2048000,540238,0.2637880859375,26.37880859375
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\069.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\069\000.png,1600,1280,2048000,240244,0.117306640625,11.7306640625
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\070.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\070\000.png,1600,1280,2048000,538076,0.262732421875,26.273242187500003
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\071.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\071\000.png,1600,1280,2048000,128453,0.06272119140625,6.2721191406250005
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\072.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\072\000.png,1600,1280,2048000,226021,0.11036181640625,11.036181640625
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\073.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\073\000.png,1600,1280,2048000,91746,0.0447978515625,4.47978515625
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\074.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\074\000.png,1600,1280,2048000,95979,0.04686474609375,4.686474609375
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\075.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\075\000.png,1600,1280,2048000,224567,0.10965185546875,10.965185546875
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\076.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\076\000.png,1600,1280,2048000,72713,0.03550439453125,3.5504394531249996
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\077.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\077\000.png,1600,1280,2048000,69029,0.03370556640625,3.370556640625
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\078.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\078\000.png,1600,1280,2048000,372095,0.18168701171875,18.168701171875
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\079.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\079\000.png,1600,1280,2048000,364165,0.17781494140625,17.781494140625
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\080.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\080\000.png,1600,1280,2048000,111059,0.05422802734375,5.422802734375
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\081.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\081\000.png,1600,1280,2048000,219217,0.10703955078125,10.703955078125
MVTec_LOCO_AD,breakfast_box,logical_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\logical_anomalies\082.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\logical_anomalies\082\000.png,1600,1280,2048000,368515,0.17993896484375,17.993896484375
MVTec_LOCO_AD,breakfast_box,structural_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\structural_anomalies\000.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\structural_anomalies\000\000.png,1600,1280,2048000,2215,0.00108154296875,0.108154296875
MVTec_LOCO_AD,breakfast_box,structural_anomalies,test,anomaly,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\test\structural_anomalies\001.png,D:\patchcore\data\mvtec_loco_anomaly_detection\breakfast_box\ground_truth\structural_anomalies\001\000.png,1600,1280,2048000,2442,0.0011923828125,0.11923828125000001
