dataset,category,split,label,image_path,mask_path,has_mask
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0059.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0060.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0061.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0062.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0063.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0064.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0065.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0066.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0067.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0068.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0069.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0070.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0071.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0072.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0073.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0074.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0075.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0076.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0077.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0078.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0079.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0080.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0081.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0082.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0083.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0084.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0085.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0086.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0087.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0088.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0089.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0090.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0091.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0092.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0093.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0094.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0095.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0096.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0097.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0098.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0099.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0100.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0101.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0102.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0103.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0104.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0105.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0106.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0107.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0108.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0109.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0110.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0111.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0112.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0113.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0114.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0115.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0116.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0117.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0118.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0119.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0120.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0121.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0122.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0123.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0124.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0125.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0126.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0127.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0128.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0129.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0130.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0131.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0132.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0133.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0134.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0135.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0136.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0137.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0138.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0139.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0140.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0141.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0142.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0143.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0144.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0145.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0146.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0147.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0148.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0149.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0150.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0151.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0152.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0153.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0154.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0155.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0156.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0157.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0158.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0159.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0160.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0161.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0162.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0163.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0164.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0165.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0166.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0167.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0168.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0169.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0170.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0171.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0172.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0173.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0174.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0175.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0176.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0177.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0178.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0179.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0180.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0181.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0182.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0183.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0184.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0185.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0186.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0187.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0188.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0189.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0190.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0191.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0192.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0193.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0194.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0195.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0196.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0197.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0198.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0199.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0200.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0201.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0202.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0203.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0204.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0205.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0206.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0207.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0208.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0209.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0210.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0211.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0212.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0213.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0214.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0215.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0216.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0217.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0218.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0219.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0220.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0221.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0222.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0223.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0224.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0225.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0226.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0227.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0228.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0229.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0230.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0231.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0232.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0233.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0234.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0235.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0236.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0237.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0238.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0239.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0240.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0241.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0242.bmp,,False
BTAD,01,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\01\train\ok\0243.bmp,,False
