dataset,category,split,label,image_path,mask_path,has_mask,image_width,image_height,image_area_pixels,defect_area_pixels,defect_area_ratio,defect_area_percent_of_full_image
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10026.png,D:\patchcore\data\KolektorSDD2\train\10026_GT.png,True,229,643,147247,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10027.png,D:\patchcore\data\KolektorSDD2\train\10027_GT.png,True,229,637,145873,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\10028.png,D:\patchcore\data\KolektorSDD2\train\10028_GT.png,True,229,643,147247,989,0.00671660543168961,0.671660543168961
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10029.png,D:\patchcore\data\KolektorSDD2\train\10029_GT.png,True,229,629,144041,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10030.png,D:\patchcore\data\KolektorSDD2\train\10030_GT.png,True,232,637,147784,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10031.png,D:\patchcore\data\KolektorSDD2\train\10031_GT.png,True,230,647,148810,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10032.png,D:\patchcore\data\KolektorSDD2\train\10032_GT.png,True,228,646,147288,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10033.png,D:\patchcore\data\KolektorSDD2\train\10033_GT.png,True,230,633,145590,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10034.png,D:\patchcore\data\KolektorSDD2\train\10034_GT.png,True,229,626,143354,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10035.png,D:\patchcore\data\KolektorSDD2\train\10035_GT.png,True,229,635,145415,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10036.png,D:\patchcore\data\KolektorSDD2\train\10036_GT.png,True,231,642,148302,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10037.png,D:\patchcore\data\KolektorSDD2\train\10037_GT.png,True,228,637,145236,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10038.png,D:\patchcore\data\KolektorSDD2\train\10038_GT.png,True,228,639,145692,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10039.png,D:\patchcore\data\KolektorSDD2\train\10039_GT.png,True,231,638,147378,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10040.png,D:\patchcore\data\KolektorSDD2\train\10040_GT.png,True,230,643,147890,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10041.png,D:\patchcore\data\KolektorSDD2\train\10041_GT.png,True,228,646,147288,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10042.png,D:\patchcore\data\KolektorSDD2\train\10042_GT.png,True,229,632,144728,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10043.png,D:\patchcore\data\KolektorSDD2\train\10043_GT.png,True,231,647,149457,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10044.png,D:\patchcore\data\KolektorSDD2\train\10044_GT.png,True,231,626,144606,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\10045.png,D:\patchcore\data\KolektorSDD2\train\10045_GT.png,True,211,638,134618,23,0.00017085382341143086,0.017085382341143086
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10046.png,D:\patchcore\data\KolektorSDD2\train\10046_GT.png,True,205,635,130175,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\10047.png,D:\patchcore\data\KolektorSDD2\train\10047_GT.png,True,231,637,147147,19713,0.13396807274358294,13.396807274358293
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10048.png,D:\patchcore\data\KolektorSDD2\train\10048_GT.png,True,214,630,134820,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10049.png,D:\patchcore\data\KolektorSDD2\train\10049_GT.png,True,229,635,145415,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10050.png,D:\patchcore\data\KolektorSDD2\train\10050_GT.png,True,230,647,148810,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10051.png,D:\patchcore\data\KolektorSDD2\train\10051_GT.png,True,228,629,143412,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10052.png,D:\patchcore\data\KolektorSDD2\train\10052_GT.png,True,231,629,145299,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10053.png,D:\patchcore\data\KolektorSDD2\train\10053_GT.png,True,230,642,147660,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10054.png,D:\patchcore\data\KolektorSDD2\train\10054_GT.png,True,230,638,146740,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10055.png,D:\patchcore\data\KolektorSDD2\train\10055_GT.png,True,229,640,146560,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10056.png,D:\patchcore\data\KolektorSDD2\train\10056_GT.png,True,230,609,140070,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\10057.png,D:\patchcore\data\KolektorSDD2\train\10057_GT.png,True,230,640,147200,1713,0.011637228260869565,1.1637228260869565
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10058.png,D:\patchcore\data\KolektorSDD2\train\10058_GT.png,True,229,657,150453,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10059.png,D:\patchcore\data\KolektorSDD2\train\10059_GT.png,True,229,643,147247,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\10060.png,D:\patchcore\data\KolektorSDD2\train\10060_GT.png,True,228,637,145236,1349,0.009288330716902146,0.9288330716902147
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10061.png,D:\patchcore\data\KolektorSDD2\train\10061_GT.png,True,230,637,146510,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10062.png,D:\patchcore\data\KolektorSDD2\train\10062_GT.png,True,229,639,146331,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10063.png,D:\patchcore\data\KolektorSDD2\train\10063_GT.png,True,230,638,146740,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10064.png,D:\patchcore\data\KolektorSDD2\train\10064_GT.png,True,230,632,145360,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\10065.png,D:\patchcore\data\KolektorSDD2\train\10065_GT.png,True,229,641,146789,2527,0.017215186424050847,1.7215186424050848
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10066.png,D:\patchcore\data\KolektorSDD2\train\10066_GT.png,True,231,641,148071,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10067.png,D:\patchcore\data\KolektorSDD2\train\10067_GT.png,True,227,642,145734,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10068.png,D:\patchcore\data\KolektorSDD2\train\10068_GT.png,True,227,636,144372,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10069.png,D:\patchcore\data\KolektorSDD2\train\10069_GT.png,True,230,635,146050,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10070.png,D:\patchcore\data\KolektorSDD2\train\10070_GT.png,True,232,636,147552,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10071.png,D:\patchcore\data\KolektorSDD2\train\10071_GT.png,True,229,625,143125,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10072.png,D:\patchcore\data\KolektorSDD2\train\10072_GT.png,True,228,645,147060,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10073.png,D:\patchcore\data\KolektorSDD2\train\10073_GT.png,True,228,629,143412,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10074.png,D:\patchcore\data\KolektorSDD2\train\10074_GT.png,True,229,642,147018,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10075.png,D:\patchcore\data\KolektorSDD2\train\10075_GT.png,True,231,630,145530,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10076.png,D:\patchcore\data\KolektorSDD2\train\10076_GT.png,True,229,632,144728,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10077.png,D:\patchcore\data\KolektorSDD2\train\10077_GT.png,True,230,638,146740,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10078.png,D:\patchcore\data\KolektorSDD2\train\10078_GT.png,True,230,632,145360,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10079.png,D:\patchcore\data\KolektorSDD2\train\10079_GT.png,True,229,638,146102,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10080.png,D:\patchcore\data\KolektorSDD2\train\10080_GT.png,True,230,637,146510,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10081.png,D:\patchcore\data\KolektorSDD2\train\10081_GT.png,True,228,645,147060,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10082.png,D:\patchcore\data\KolektorSDD2\train\10082_GT.png,True,231,630,145530,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10083.png,D:\patchcore\data\KolektorSDD2\train\10083_GT.png,True,228,640,145920,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\10084.png,D:\patchcore\data\KolektorSDD2\train\10084_GT.png,True,231,619,142989,644,0.004503842952954423,0.45038429529544227
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10085.png,D:\patchcore\data\KolektorSDD2\train\10085_GT.png,True,230,638,146740,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10086.png,D:\patchcore\data\KolektorSDD2\train\10086_GT.png,True,230,637,146510,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10087.png,D:\patchcore\data\KolektorSDD2\train\10087_GT.png,True,230,639,146970,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10088.png,D:\patchcore\data\KolektorSDD2\train\10088_GT.png,True,232,634,147088,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10089.png,D:\patchcore\data\KolektorSDD2\train\10089_GT.png,True,230,636,146280,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\10090.png,D:\patchcore\data\KolektorSDD2\train\10090_GT.png,True,230,637,146510,488,0.0033308306600232066,0.3330830660023207
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10091.png,D:\patchcore\data\KolektorSDD2\train\10091_GT.png,True,229,639,146331,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10092.png,D:\patchcore\data\KolektorSDD2\train\10092_GT.png,True,230,637,146510,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10093.png,D:\patchcore\data\KolektorSDD2\train\10093_GT.png,True,230,634,145820,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10094.png,D:\patchcore\data\KolektorSDD2\train\10094_GT.png,True,228,635,144780,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10095.png,D:\patchcore\data\KolektorSDD2\train\10095_GT.png,True,229,642,147018,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10096.png,D:\patchcore\data\KolektorSDD2\train\10096_GT.png,True,229,633,144957,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10097.png,D:\patchcore\data\KolektorSDD2\train\10097_GT.png,True,228,643,146604,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10098.png,D:\patchcore\data\KolektorSDD2\train\10098_GT.png,True,229,641,146789,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10099.png,D:\patchcore\data\KolektorSDD2\train\10099_GT.png,True,229,651,149079,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10100.png,D:\patchcore\data\KolektorSDD2\train\10100_GT.png,True,230,634,145820,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10101.png,D:\patchcore\data\KolektorSDD2\train\10101_GT.png,True,230,640,147200,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10102.png,D:\patchcore\data\KolektorSDD2\train\10102_GT.png,True,231,637,147147,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10103.png,D:\patchcore\data\KolektorSDD2\train\10103_GT.png,True,229,625,143125,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10104.png,D:\patchcore\data\KolektorSDD2\train\10104_GT.png,True,229,630,144270,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10105.png,D:\patchcore\data\KolektorSDD2\train\10105_GT.png,True,231,651,150381,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10106.png,D:\patchcore\data\KolektorSDD2\train\10106_GT.png,True,231,640,147840,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10107.png,D:\patchcore\data\KolektorSDD2\train\10107_GT.png,True,231,636,146916,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10108.png,D:\patchcore\data\KolektorSDD2\train\10108_GT.png,True,230,644,148120,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10109.png,D:\patchcore\data\KolektorSDD2\train\10109_GT.png,True,231,641,148071,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10110.png,D:\patchcore\data\KolektorSDD2\train\10110_GT.png,True,230,635,146050,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10111.png,D:\patchcore\data\KolektorSDD2\train\10111_GT.png,True,214,649,138886,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10112.png,D:\patchcore\data\KolektorSDD2\train\10112_GT.png,True,230,642,147660,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10113.png,D:\patchcore\data\KolektorSDD2\train\10113_GT.png,True,230,641,147430,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10114.png,D:\patchcore\data\KolektorSDD2\train\10114_GT.png,True,227,632,143464,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10115.png,D:\patchcore\data\KolektorSDD2\train\10115_GT.png,True,233,640,149120,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10116.png,D:\patchcore\data\KolektorSDD2\train\10116_GT.png,True,229,633,144957,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10117.png,D:\patchcore\data\KolektorSDD2\train\10117_GT.png,True,227,642,145734,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10118.png,D:\patchcore\data\KolektorSDD2\train\10118_GT.png,True,230,638,146740,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10119.png,D:\patchcore\data\KolektorSDD2\train\10119_GT.png,True,227,639,145053,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10120.png,D:\patchcore\data\KolektorSDD2\train\10120_GT.png,True,229,634,145186,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10121.png,D:\patchcore\data\KolektorSDD2\train\10121_GT.png,True,228,627,142956,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10122.png,D:\patchcore\data\KolektorSDD2\train\10122_GT.png,True,231,639,147609,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10123.png,D:\patchcore\data\KolektorSDD2\train\10123_GT.png,True,229,636,145644,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10124.png,D:\patchcore\data\KolektorSDD2\train\10124_GT.png,True,228,633,144324,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10125.png,D:\patchcore\data\KolektorSDD2\train\10125_GT.png,True,228,641,146148,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10126.png,D:\patchcore\data\KolektorSDD2\train\10126_GT.png,True,228,634,144552,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10127.png,D:\patchcore\data\KolektorSDD2\train\10127_GT.png,True,227,637,144599,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10128.png,D:\patchcore\data\KolektorSDD2\train\10128_GT.png,True,228,651,148428,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10129.png,D:\patchcore\data\KolektorSDD2\train\10129_GT.png,True,232,633,146856,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10130.png,D:\patchcore\data\KolektorSDD2\train\10130_GT.png,True,229,635,145415,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10131.png,D:\patchcore\data\KolektorSDD2\train\10131_GT.png,True,229,636,145644,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10132.png,D:\patchcore\data\KolektorSDD2\train\10132_GT.png,True,228,638,145464,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10133.png,D:\patchcore\data\KolektorSDD2\train\10133_GT.png,True,229,644,147476,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10134.png,D:\patchcore\data\KolektorSDD2\train\10134_GT.png,True,228,637,145236,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\10135.png,D:\patchcore\data\KolektorSDD2\train\10135_GT.png,True,230,646,148580,3376,0.022721766051958543,2.2721766051958543
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10136.png,D:\patchcore\data\KolektorSDD2\train\10136_GT.png,True,229,620,141980,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10137.png,D:\patchcore\data\KolektorSDD2\train\10137_GT.png,True,227,646,146642,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10138.png,D:\patchcore\data\KolektorSDD2\train\10138_GT.png,True,230,636,146280,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10139.png,D:\patchcore\data\KolektorSDD2\train\10139_GT.png,True,231,646,149226,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\10140.png,D:\patchcore\data\KolektorSDD2\train\10140_GT.png,True,229,624,142896,0,0.0,0.0
