category,defect_type,image_path,mask_path,image_width,image_height,image_area_pixels,defect_area_pixels,defect_area_ratio_of_full_image,defect_area_percent_of_full_image
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\003.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\003_mask.png,900,900,810000,65292,0.0806074074074074,8.06074074074074
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\004.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\004_mask.png,900,900,810000,25926,0.03200740740740741,3.200740740740741
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\005.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\005_mask.png,900,900,810000,12266,0.015143209876543209,1.5143209876543209
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\006.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\006_mask.png,900,900,810000,21797,0.026909876543209876,2.6909876543209874
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\007.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\007_mask.png,900,900,810000,17046,0.021044444444444445,2.1044444444444443
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\008.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\008_mask.png,900,900,810000,17311,0.021371604938271605,2.1371604938271607
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\009.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\009_mask.png,900,900,810000,19096,0.02357530864197531,2.357530864197531
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\010.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\010_mask.png,900,900,810000,37177,0.04589753086419753,4.589753086419753
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\011.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\011_mask.png,900,900,810000,15597,0.019255555555555557,1.9255555555555557
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\012.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\012_mask.png,900,900,810000,63191,0.07801358024691359,7.801358024691359
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\013.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\013_mask.png,900,900,810000,26219,0.03236913580246913,3.236913580246913
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\014.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\014_mask.png,900,900,810000,14546,0.017958024691358026,1.7958024691358025
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\015.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\015_mask.png,900,900,810000,13480,0.016641975308641976,1.6641975308641976
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\016.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\016_mask.png,900,900,810000,16578,0.020466666666666668,2.046666666666667
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\017.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\017_mask.png,900,900,810000,20384,0.02516543209876543,2.5165432098765432
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\018.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\018_mask.png,900,900,810000,46314,0.05717777777777778,5.717777777777778
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\019.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\019_mask.png,900,900,810000,22626,0.027933333333333334,2.7933333333333334
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\020.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\020_mask.png,900,900,810000,28333,0.03497901234567901,3.497901234567901
bottle,broken_small,D:\patchcore\data\mvtec\bottle\test\broken_small\021.png,D:\patchcore\data\mvtec\bottle\ground_truth\broken_small\021_mask.png,900,900,810000,14995,0.018512345679012346,1.8512345679012345
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\000.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\000_mask.png,900,900,810000,58708,0.07247901234567901,7.247901234567901
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\001.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\001_mask.png,900,900,810000,58120,0.07175308641975309,7.175308641975309
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\002.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\002_mask.png,900,900,810000,14913,0.01841111111111111,1.8411111111111111
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\003.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\003_mask.png,900,900,810000,21317,0.026317283950617283,2.6317283950617285
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\004.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\004_mask.png,900,900,810000,16790,0.020728395061728393,2.0728395061728393
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\005.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\005_mask.png,900,900,810000,99554,0.12290617283950617,12.290617283950617
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\006.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\006_mask.png,900,900,810000,123943,0.15301604938271604,15.301604938271604
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\007.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\007_mask.png,900,900,810000,45048,0.05561481481481481,5.561481481481481
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\008.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\008_mask.png,900,900,810000,133876,0.16527901234567902,16.527901234567903
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\009.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\009_mask.png,900,900,810000,111640,0.13782716049382715,13.782716049382715
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\010.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\010_mask.png,900,900,810000,93231,0.1151,11.51
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\011.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\011_mask.png,900,900,810000,120781,0.14911234567901235,14.911234567901236
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\012.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\012_mask.png,900,900,810000,122608,0.1513679012345679,15.13679012345679
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\013.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\013_mask.png,900,900,810000,41319,0.05101111111111111,5.101111111111111
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\014.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\014_mask.png,900,900,810000,5429,0.006702469135802469,0.6702469135802469
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\015.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\015_mask.png,900,900,810000,33779,0.04170246913580247,4.170246913580248
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\016.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\016_mask.png,900,900,810000,122515,0.15125308641975307,15.125308641975307
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\017.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\017_mask.png,900,900,810000,67541,0.08338395061728394,8.338395061728395
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\018.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\018_mask.png,900,900,810000,4663,0.00575679012345679,0.575679012345679
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\019.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\019_mask.png,900,900,810000,27013,0.03334938271604938,3.3349382716049383
bottle,contamination,D:\patchcore\data\mvtec\bottle\test\contamination\020.png,D:\patchcore\data\mvtec\bottle\ground_truth\contamination\020_mask.png,900,900,810000,121385,0.14985802469135803,14.985802469135804
cable,bent_wire,D:\patchcore\data\mvtec\cable\test\bent_wire\000.png,D:\patchcore\data\mvtec\cable\ground_truth\bent_wire\000_mask.png,1024,1024,1048576,23162,0.022089004516601562,2.2089004516601562
cable,bent_wire,D:\patchcore\data\mvtec\cable\test\bent_wire\001.png,D:\patchcore\data\mvtec\cable\ground_truth\bent_wire\001_mask.png,1024,1024,1048576,15206,0.014501571655273438,1.4501571655273438
cable,bent_wire,D:\patchcore\data\mvtec\cable\test\bent_wire\002.png,D:\patchcore\data\mvtec\cable\ground_truth\bent_wire\002_mask.png,1024,1024,1048576,37083,0.03536510467529297,3.536510467529297
cable,bent_wire,D:\patchcore\data\mvtec\cable\test\bent_wire\003.png,D:\patchcore\data\mvtec\cable\ground_truth\bent_wire\003_mask.png,1024,1024,1048576,12881,0.012284278869628906,1.2284278869628906
cable,bent_wire,D:\patchcore\data\mvtec\cable\test\bent_wire\004.png,D:\patchcore\data\mvtec\cable\ground_truth\bent_wire\004_mask.png,1024,1024,1048576,32843,0.03132152557373047,3.132152557373047
cable,bent_wire,D:\patchcore\data\mvtec\cable\test\bent_wire\005.png,D:\patchcore\data\mvtec\cable\ground_truth\bent_wire\005_mask.png,1024,1024,1048576,37738,0.03598976135253906,3.5989761352539062
cable,bent_wire,D:\patchcore\data\mvtec\cable\test\bent_wire\006.png,D:\patchcore\data\mvtec\cable\ground_truth\bent_wire\006_mask.png,1024,1024,1048576,40784,0.0388946533203125,3.88946533203125
cable,bent_wire,D:\patchcore\data\mvtec\cable\test\bent_wire\007.png,D:\patchcore\data\mvtec\cable\ground_truth\bent_wire\007_mask.png,1024,1024,1048576,38552,0.03676605224609375,3.676605224609375
cable,bent_wire,D:\patchcore\data\mvtec\cable\test\bent_wire\008.png,D:\patchcore\data\mvtec\cable\ground_truth\bent_wire\008_mask.png,1024,1024,1048576,19659,0.01874828338623047,1.8748283386230469
cable,bent_wire,D:\patchcore\data\mvtec\cable\test\bent_wire\009.png,D:\patchcore\data\mvtec\cable\ground_truth\bent_wire\009_mask.png,1024,1024,1048576,38202,0.03643226623535156,3.6432266235351562
cable,bent_wire,D:\patchcore\data\mvtec\cable\test\bent_wire\010.png,D:\patchcore\data\mvtec\cable\ground_truth\bent_wire\010_mask.png,1024,1024,1048576,38102,0.03633689880371094,3.6336898803710938
cable,bent_wire,D:\patchcore\data\mvtec\cable\test\bent_wire\011.png,D:\patchcore\data\mvtec\cable\ground_truth\bent_wire\011_mask.png,1024,1024,1048576,119231,0.1137075424194336,11.37075424194336
cable,bent_wire,D:\patchcore\data\mvtec\cable\test\bent_wire\012.png,D:\patchcore\data\mvtec\cable\ground_truth\bent_wire\012_mask.png,1024,1024,1048576,72366,0.06901359558105469,6.901359558105469
cable,cable_swap,D:\patchcore\data\mvtec\cable\test\cable_swap\000.png,D:\patchcore\data\mvtec\cable\ground_truth\cable_swap\000_mask.png,1024,1024,1048576,67133,0.06402301788330078,6.402301788330078
cable,cable_swap,D:\patchcore\data\mvtec\cable\test\cable_swap\001.png,D:\patchcore\data\mvtec\cable\ground_truth\cable_swap\001_mask.png,1024,1024,1048576,61514,0.05866432189941406,5.866432189941406
cable,cable_swap,D:\patchcore\data\mvtec\cable\test\cable_swap\002.png,D:\patchcore\data\mvtec\cable\ground_truth\cable_swap\002_mask.png,1024,1024,1048576,57103,0.054457664489746094,5.445766448974609
cable,cable_swap,D:\patchcore\data\mvtec\cable\test\cable_swap\003.png,D:\patchcore\data\mvtec\cable\ground_truth\cable_swap\003_mask.png,1024,1024,1048576,59063,0.056326866149902344,5.632686614990234
cable,cable_swap,D:\patchcore\data\mvtec\cable\test\cable_swap\004.png,D:\patchcore\data\mvtec\cable\ground_truth\cable_swap\004_mask.png,1024,1024,1048576,55036,0.052486419677734375,5.2486419677734375
cable,cable_swap,D:\patchcore\data\mvtec\cable\test\cable_swap\005.png,D:\patchcore\data\mvtec\cable\ground_truth\cable_swap\005_mask.png,1024,1024,1048576,65474,0.06244087219238281,6.244087219238281
cable,cable_swap,D:\patchcore\data\mvtec\cable\test\cable_swap\006.png,D:\patchcore\data\mvtec\cable\ground_truth\cable_swap\006_mask.png,1024,1024,1048576,67894,0.06474876403808594,6.474876403808594
cable,cable_swap,D:\patchcore\data\mvtec\cable\test\cable_swap\007.png,D:\patchcore\data\mvtec\cable\ground_truth\cable_swap\007_mask.png,1024,1024,1048576,63705,0.060753822326660156,6.075382232666016
cable,cable_swap,D:\patchcore\data\mvtec\cable\test\cable_swap\008.png,D:\patchcore\data\mvtec\cable\ground_truth\cable_swap\008_mask.png,1024,1024,1048576,61687,0.058829307556152344,5.882930755615234
cable,cable_swap,D:\patchcore\data\mvtec\cable\test\cable_swap\009.png,D:\patchcore\data\mvtec\cable\ground_truth\cable_swap\009_mask.png,1024,1024,1048576,58211,0.05551433563232422,5.551433563232422
cable,cable_swap,D:\patchcore\data\mvtec\cable\test\cable_swap\010.png,D:\patchcore\data\mvtec\cable\ground_truth\cable_swap\010_mask.png,1024,1024,1048576,60502,0.05769920349121094,5.769920349121094
cable,cable_swap,D:\patchcore\data\mvtec\cable\test\cable_swap\011.png,D:\patchcore\data\mvtec\cable\ground_truth\cable_swap\011_mask.png,1024,1024,1048576,51956,0.049549102783203125,4.9549102783203125
cable,combined,D:\patchcore\data\mvtec\cable\test\combined\000.png,D:\patchcore\data\mvtec\cable\ground_truth\combined\000_mask.png,1024,1024,1048576,42321,0.040360450744628906,4.036045074462891
cable,combined,D:\patchcore\data\mvtec\cable\test\combined\001.png,D:\patchcore\data\mvtec\cable\ground_truth\combined\001_mask.png,1024,1024,1048576,41285,0.03937244415283203,3.937244415283203
cable,combined,D:\patchcore\data\mvtec\cable\test\combined\002.png,D:\patchcore\data\mvtec\cable\ground_truth\combined\002_mask.png,1024,1024,1048576,23893,0.02278614044189453,2.278614044189453
cable,combined,D:\patchcore\data\mvtec\cable\test\combined\003.png,D:\patchcore\data\mvtec\cable\ground_truth\combined\003_mask.png,1024,1024,1048576,32849,0.031327247619628906,3.1327247619628906
cable,combined,D:\patchcore\data\mvtec\cable\test\combined\004.png,D:\patchcore\data\mvtec\cable\ground_truth\combined\004_mask.png,1024,1024,1048576,49977,0.047661781311035156,4.766178131103516
cable,combined,D:\patchcore\data\mvtec\cable\test\combined\005.png,D:\patchcore\data\mvtec\cable\ground_truth\combined\005_mask.png,1024,1024,1048576,148557,0.14167499542236328,14.167499542236328
cable,combined,D:\patchcore\data\mvtec\cable\test\combined\006.png,D:\patchcore\data\mvtec\cable\ground_truth\combined\006_mask.png,1024,1024,1048576,94011,0.08965587615966797,8.965587615966797
cable,combined,D:\patchcore\data\mvtec\cable\test\combined\007.png,D:\patchcore\data\mvtec\cable\ground_truth\combined\007_mask.png,1024,1024,1048576,77899,0.07429027557373047,7.429027557373047
cable,combined,D:\patchcore\data\mvtec\cable\test\combined\008.png,D:\patchcore\data\mvtec\cable\ground_truth\combined\008_mask.png,1024,1024,1048576,48510,0.04626274108886719,4.626274108886719
cable,combined,D:\patchcore\data\mvtec\cable\test\combined\009.png,D:\patchcore\data\mvtec\cable\ground_truth\combined\009_mask.png,1024,1024,1048576,92936,0.08863067626953125,8.863067626953125
cable,combined,D:\patchcore\data\mvtec\cable\test\combined\010.png,D:\patchcore\data\mvtec\cable\ground_truth\combined\010_mask.png,1024,1024,1048576,78276,0.07464981079101562,7.4649810791015625
cable,cut_inner_insulation,D:\patchcore\data\mvtec\cable\test\cut_inner_insulation\000.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_inner_insulation\000_mask.png,1024,1024,1048576,33306,0.03176307678222656,3.1763076782226562
cable,cut_inner_insulation,D:\patchcore\data\mvtec\cable\test\cut_inner_insulation\001.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_inner_insulation\001_mask.png,1024,1024,1048576,30558,0.029142379760742188,2.9142379760742188
cable,cut_inner_insulation,D:\patchcore\data\mvtec\cable\test\cut_inner_insulation\002.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_inner_insulation\002_mask.png,1024,1024,1048576,26929,0.025681495666503906,2.5681495666503906
cable,cut_inner_insulation,D:\patchcore\data\mvtec\cable\test\cut_inner_insulation\003.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_inner_insulation\003_mask.png,1024,1024,1048576,62868,0.059955596923828125,5.9955596923828125
cable,cut_inner_insulation,D:\patchcore\data\mvtec\cable\test\cut_inner_insulation\004.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_inner_insulation\004_mask.png,1024,1024,1048576,44383,0.042326927185058594,4.232692718505859
cable,cut_inner_insulation,D:\patchcore\data\mvtec\cable\test\cut_inner_insulation\005.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_inner_insulation\005_mask.png,1024,1024,1048576,27373,0.02610492706298828,2.610492706298828
cable,cut_inner_insulation,D:\patchcore\data\mvtec\cable\test\cut_inner_insulation\006.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_inner_insulation\006_mask.png,1024,1024,1048576,19775,0.018858909606933594,1.8858909606933594
cable,cut_inner_insulation,D:\patchcore\data\mvtec\cable\test\cut_inner_insulation\007.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_inner_insulation\007_mask.png,1024,1024,1048576,41070,0.03916740417480469,3.9167404174804688
cable,cut_inner_insulation,D:\patchcore\data\mvtec\cable\test\cut_inner_insulation\008.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_inner_insulation\008_mask.png,1024,1024,1048576,26265,0.025048255920410156,2.5048255920410156
cable,cut_inner_insulation,D:\patchcore\data\mvtec\cable\test\cut_inner_insulation\009.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_inner_insulation\009_mask.png,1024,1024,1048576,61146,0.05831336975097656,5.831336975097656
cable,cut_inner_insulation,D:\patchcore\data\mvtec\cable\test\cut_inner_insulation\010.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_inner_insulation\010_mask.png,1024,1024,1048576,31665,0.030198097229003906,3.0198097229003906
cable,cut_inner_insulation,D:\patchcore\data\mvtec\cable\test\cut_inner_insulation\011.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_inner_insulation\011_mask.png,1024,1024,1048576,56332,0.053722381591796875,5.3722381591796875
cable,cut_inner_insulation,D:\patchcore\data\mvtec\cable\test\cut_inner_insulation\012.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_inner_insulation\012_mask.png,1024,1024,1048576,103750,0.09894371032714844,9.894371032714844
cable,cut_inner_insulation,D:\patchcore\data\mvtec\cable\test\cut_inner_insulation\013.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_inner_insulation\013_mask.png,1024,1024,1048576,29743,0.028365135192871094,2.8365135192871094
cable,cut_outer_insulation,D:\patchcore\data\mvtec\cable\test\cut_outer_insulation\000.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_outer_insulation\000_mask.png,1024,1024,1048576,23454,0.022367477416992188,2.2367477416992188
cable,cut_outer_insulation,D:\patchcore\data\mvtec\cable\test\cut_outer_insulation\001.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_outer_insulation\001_mask.png,1024,1024,1048576,7513,0.007164955139160156,0.7164955139160156
cable,cut_outer_insulation,D:\patchcore\data\mvtec\cable\test\cut_outer_insulation\002.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_outer_insulation\002_mask.png,1024,1024,1048576,14604,0.013927459716796875,1.3927459716796875
cable,cut_outer_insulation,D:\patchcore\data\mvtec\cable\test\cut_outer_insulation\003.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_outer_insulation\003_mask.png,1024,1024,1048576,7697,0.007340431213378906,0.7340431213378906
cable,cut_outer_insulation,D:\patchcore\data\mvtec\cable\test\cut_outer_insulation\004.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_outer_insulation\004_mask.png,1024,1024,1048576,24050,0.022935867309570312,2.2935867309570312
cable,cut_outer_insulation,D:\patchcore\data\mvtec\cable\test\cut_outer_insulation\005.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_outer_insulation\005_mask.png,1024,1024,1048576,4647,0.004431724548339844,0.4431724548339844
cable,cut_outer_insulation,D:\patchcore\data\mvtec\cable\test\cut_outer_insulation\006.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_outer_insulation\006_mask.png,1024,1024,1048576,11710,0.011167526245117188,1.1167526245117188
cable,cut_outer_insulation,D:\patchcore\data\mvtec\cable\test\cut_outer_insulation\007.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_outer_insulation\007_mask.png,1024,1024,1048576,21941,0.02092456817626953,2.092456817626953
cable,cut_outer_insulation,D:\patchcore\data\mvtec\cable\test\cut_outer_insulation\008.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_outer_insulation\008_mask.png,1024,1024,1048576,35537,0.033890724182128906,3.3890724182128906
cable,cut_outer_insulation,D:\patchcore\data\mvtec\cable\test\cut_outer_insulation\009.png,D:\patchcore\data\mvtec\cable\ground_truth\cut_outer_insulation\009_mask.png,1024,1024,1048576,10318,0.009840011596679688,0.9840011596679688
cable,missing_cable,D:\patchcore\data\mvtec\cable\test\missing_cable\000.png,D:\patchcore\data\mvtec\cable\ground_truth\missing_cable\000_mask.png,1024,1024,1048576,74489,0.07103824615478516,7.103824615478516
cable,missing_cable,D:\patchcore\data\mvtec\cable\test\missing_cable\001.png,D:\patchcore\data\mvtec\cable\ground_truth\missing_cable\001_mask.png,1024,1024,1048576,71763,0.06843852996826172,6.843852996826172
cable,missing_cable,D:\patchcore\data\mvtec\cable\test\missing_cable\002.png,D:\patchcore\data\mvtec\cable\ground_truth\missing_cable\002_mask.png,1024,1024,1048576,69188,0.06598281860351562,6.5982818603515625
cable,missing_cable,D:\patchcore\data\mvtec\cable\test\missing_cable\003.png,D:\patchcore\data\mvtec\cable\ground_truth\missing_cable\003_mask.png,1024,1024,1048576,74858,0.07139015197753906,7.139015197753906
cable,missing_cable,D:\patchcore\data\mvtec\cable\test\missing_cable\004.png,D:\patchcore\data\mvtec\cable\ground_truth\missing_cable\004_mask.png,1024,1024,1048576,77885,0.07427692413330078,7.427692413330078
cable,missing_cable,D:\patchcore\data\mvtec\cable\test\missing_cable\005.png,D:\patchcore\data\mvtec\cable\ground_truth\missing_cable\005_mask.png,1024,1024,1048576,70780,0.06750106811523438,6.7501068115234375
cable,missing_cable,D:\patchcore\data\mvtec\cable\test\missing_cable\006.png,D:\patchcore\data\mvtec\cable\ground_truth\missing_cable\006_mask.png,1024,1024,1048576,236776,0.22580718994140625,22.580718994140625
cable,missing_cable,D:\patchcore\data\mvtec\cable\test\missing_cable\007.png,D:\patchcore\data\mvtec\cable\ground_truth\missing_cable\007_mask.png,1024,1024,1048576,158927,0.1515645980834961,15.15645980834961
